,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1151,2008,1,3,4,1300.0,1250,1358.0,1350,WN,1582,N318SW,58.0,60.0,41.0,8.0,10.0,ONT,LAS,197,4.0,13.0,0,N,0,,,,,
1152,2008,1,3,4,1755.0,1730,1846.0,1830,WN,1583,N600WN,51.0,60.0,39.0,16.0,25.0,ONT,LAS,197,5.0,7.0,0,N,0,4.0,0.0,0.0,0.0,12.0
1154,2008,1,3,4,1916.0,1850,2013.0,1950,WN,3746,N321SW,57.0,60.0,40.0,23.0,26.0,ONT,LAS,197,11.0,6.0,0,N,0,3.0,0.0,0.0,0.0,20.0
1157,2008,1,3,4,1302.0,1250,1412.0,1405,WN,403,N432WN,70.0,75.0,62.0,7.0,12.0,ONT,OAK,361,4.0,4.0,0,N,0,,,,,
1158,2008,1,3,4,1604.0,1555,1723.0,1710,WN,872,N337SW,79.0,75.0,67.0,13.0,9.0,ONT,OAK,361,4.0,8.0,0,N,0,,,,,
1159,2008,1,3,4,1531.0,1425,1648.0,1540,WN,985,N328SW,77.0,75.0,68.0,68.0,66.0,ONT,OAK,361,4.0,5.0,0,N,0,14.0,0.0,2.0,0.0,52.0
1160,2008,1,3,4,2110.0,2030,2226.0,2145,WN,1075,N636WN,76.0,75.0,68.0,41.0,40.0,ONT,OAK,361,2.0,6.0,0,N,0,0.0,0.0,1.0,0.0,40.0
1161,2008,1,3,4,2150.0,2125,2312.0,2240,WN,1480,N292WN,82.0,75.0,71.0,32.0,25.0,ONT,OAK,361,3.0,8.0,0,N,0,0.0,0.0,7.0,0.0,25.0
1164,2008,1,3,4,1959.0,1920,2111.0,2035,WN,2730,N273WN,72.0,75.0,62.0,36.0,39.0,ONT,OAK,361,3.0,7.0,0,N,0,4.0,0.0,0.0,0.0,32.0
1166,2008,1,3,4,1734.0,1720,1857.0,1835,WN,3852,N654SW,83.0,75.0,69.0,22.0,14.0,ONT,OAK,361,4.0,10.0,0,N,0,0.0,0.0,8.0,0.0,14.0
1171,2008,1,3,4,1751.0,1745,1949.0,1955,WN,780,N773SA,58.0,70.0,46.0,-6.0,6.0,ONT,PHX,325,5.0,7.0,0,N,0,,,,,
1172,2008,1,3,4,1947.0,1840,2158.0,2045,WN,835,N460WN,71.0,65.0,53.0,73.0,67.0,ONT,PHX,325,6.0,12.0,0,N,0,1.0,0.0,6.0,0.0,66.0
1174,2008,1,3,4,1528.0,1445,1727.0,1655,WN,1424,N385SW,59.0,70.0,49.0,32.0,43.0,ONT,PHX,325,3.0,7.0,0,N,0,1.0,0.0,0.0,0.0,31.0
1175,2008,1,3,4,2158.0,2115,2352.0,2320,WN,2458,N409WN,54.0,65.0,45.0,32.0,43.0,ONT,PHX,325,4.0,5.0,0,N,0,0.0,0.0,0.0,0.0,32.0
1177,2008,1,3,4,750.0,740,953.0,950,WN,3509,N684WN,63.0,70.0,46.0,3.0,10.0,ONT,PHX,325,4.0,13.0,0,N,0,,,,,
1178,2008,1,3,4,1414.0,1400,1609.0,1610,WN,3854,N480WN,55.0,70.0,47.0,-1.0,14.0,ONT,PHX,325,3.0,5.0,0,N,0,,,,,
1181,2008,1,3,4,1743.0,1725,1855.0,1835,WN,187,N690SW,72.0,70.0,55.0,20.0,18.0,ONT,SJC,333,8.0,9.0,0,N,0,2.0,0.0,2.0,0.0,16.0
1182,2008,1,3,4,1215.0,1145,1319.0,1255,WN,906,N301SW,64.0,70.0,54.0,24.0,30.0,ONT,SJC,333,4.0,6.0,0,N,0,2.0,0.0,0.0,0.0,22.0
1183,2008,1,3,4,958.0,950,1103.0,1100,WN,1670,N742SW,65.0,70.0,53.0,3.0,8.0,ONT,SJC,333,5.0,7.0,0,N,0,,,,,
1186,2008,1,3,4,1603.0,1515,1708.0,1625,WN,2645,N788SA,65.0,70.0,55.0,43.0,48.0,ONT,SJC,333,4.0,6.0,0,N,0,20.0,0.0,0.0,0.0,23.0
1187,2008,1,3,4,2134.0,2050,2257.0,2200,WN,3691,N257WN,83.0,70.0,58.0,57.0,44.0,ONT,SJC,333,11.0,14.0,0,N,0,0.0,0.0,13.0,0.0,44.0
1189,2008,1,3,4,2248.0,2135,6.0,2250,WN,551,N795SW,78.0,75.0,63.0,76.0,73.0,ONT,SMF,389,5.0,10.0,0,N,0,0.0,0.0,3.0,0.0,73.0
1190,2008,1,3,4,1628.0,1610,1743.0,1730,WN,775,N633SW,75.0,80.0,62.0,13.0,18.0,ONT,SMF,389,5.0,8.0,0,N,0,,,,,
1191,2008,1,3,4,1203.0,1155,1314.0,1310,WN,876,N212WN,71.0,75.0,57.0,4.0,8.0,ONT,SMF,389,5.0,9.0,0,N,0,,,,,
1192,2008,1,3,4,1823.0,1800,1934.0,1920,WN,966,N345SA,71.0,80.0,61.0,14.0,23.0,ONT,SMF,389,4.0,6.0,0,N,0,,,,,
1194,2008,1,3,4,1946.0,1925,2106.0,2045,WN,1679,N645SW,80.0,80.0,65.0,21.0,21.0,ONT,SMF,389,4.0,11.0,0,N,0,0.0,0.0,0.0,0.0,21.0
1195,2008,1,3,4,1357.0,1335,1513.0,1455,WN,2105,N313SW,76.0,80.0,64.0,18.0,22.0,ONT,SMF,389,4.0,8.0,0,N,0,1.0,0.0,0.0,0.0,17.0
1198,2008,1,3,4,2046.0,2010,2159.0,2130,WN,2901,N265WN,73.0,80.0,61.0,29.0,36.0,ONT,SMF,389,5.0,7.0,0,N,0,0.0,0.0,0.0,0.0,29.0
1201,2008,1,3,4,1753.0,1720,1845.0,1810,WN,1320,N456WN,52.0,50.0,37.0,35.0,33.0,ORF,BWI,159,5.0,10.0,0,N,0,9.0,0.0,2.0,0.0,24.0
1202,2008,1,3,4,1433.0,1420,1526.0,1510,WN,2362,N454WN,53.0,50.0,41.0,16.0,13.0,ORF,BWI,159,3.0,9.0,0,N,0,13.0,0.0,3.0,0.0,0.0
1203,2008,1,3,4,1031.0,1010,1122.0,1100,WN,3604,N257WN,51.0,50.0,38.0,22.0,21.0,ORF,BWI,159,5.0,8.0,0,N,0,13.0,0.0,1.0,0.0,8.0
1204,2008,1,3,4,749.0,720,837.0,810,WN,3679,N434WN,48.0,50.0,39.0,27.0,29.0,ORF,BWI,159,2.0,7.0,0,N,0,27.0,0.0,0.0,0.0,0.0
1205,2008,1,3,4,816.0,655,941.0,840,WN,1574,N791SW,85.0,105.0,73.0,61.0,81.0,ORF,JAX,543,4.0,8.0,0,N,0,61.0,0.0,0.0,0.0,0.0
1206,2008,1,3,4,1711.0,1640,1840.0,1825,WN,2019,N392SW,89.0,105.0,77.0,15.0,31.0,ORF,JAX,543,4.0,8.0,0,N,0,3.0,0.0,0.0,0.0,12.0
1207,2008,1,3,4,1314.0,1210,1538.0,1445,WN,2363,N405WN,324.0,335.0,308.0,53.0,64.0,ORF,LAS,2155,7.0,9.0,0,N,0,41.0,0.0,0.0,0.0,12.0
1208,2008,1,3,4,1016.0,915,1214.0,1120,WN,1134,N391SW,118.0,125.0,98.0,54.0,61.0,ORF,MCO,655,6.0,14.0,0,N,0,1.0,0.0,0.0,0.0,53.0
1209,2008,1,3,4,1851.0,1835,2038.0,2040,WN,1828,N785SW,107.0,125.0,93.0,-2.0,16.0,ORF,MCO,655,5.0,9.0,0,N,0,,,,,
1210,2008,1,3,4,636.0,630,755.0,750,WN,635,N729SW,139.0,140.0,114.0,5.0,6.0,ORF,MDW,704,7.0,18.0,0,N,0,,,,,
1211,2008,1,3,4,1659.0,1650,1808.0,1805,WN,2729,N754SW,129.0,135.0,109.0,3.0,9.0,ORF,MDW,704,5.0,15.0,0,N,0,,,,,
1212,2008,1,3,4,1437.0,1320,1633.0,1535,WN,48,N661SW,116.0,135.0,105.0,58.0,77.0,ORF,TPA,717,5.0,6.0,0,N,0,25.0,0.0,0.0,0.0,33.0
1213,2008,1,3,4,2042.0,1950,2256.0,2210,WN,165,N749SW,134.0,140.0,122.0,46.0,52.0,PBI,BWI,883,3.0,9.0,0,N,0,18.0,0.0,0.0,0.0,28.0
1215,2008,1,3,4,1637.0,1600,1854.0,1825,WN,1143,N459WN,137.0,145.0,121.0,29.0,37.0,PBI,BWI,883,6.0,10.0,0,N,0,6.0,0.0,0.0,0.0,23.0
1218,2008,1,3,4,1908.0,1840,2147.0,2115,WN,1425,N237WN,159.0,155.0,144.0,32.0,28.0,PBI,ISP,1052,4.0,11.0,0,N,0,16.0,0.0,4.0,0.0,12.0
1220,2008,1,3,4,1508.0,1455,1740.0,1730,WN,820,N388SW,152.0,155.0,139.0,10.0,13.0,PBI,PHL,951,2.0,11.0,0,N,0,,,,,
1222,2008,1,3,4,1812.0,1805,1900.0,1855,WN,174,N340LV,48.0,50.0,36.0,5.0,7.0,PBI,TPA,174,3.0,9.0,0,N,0,,,,,
1224,2008,1,3,4,1441.0,1400,1529.0,1450,WN,3686,N649SW,48.0,50.0,35.0,39.0,41.0,PBI,TPA,174,5.0,8.0,0,N,0,8.0,0.0,0.0,0.0,31.0
1226,2008,1,3,4,1106.0,1045,1436.0,1415,WN,3425,N755SA,150.0,150.0,137.0,21.0,21.0,PDX,ABQ,1111,5.0,8.0,0,N,0,21.0,0.0,0.0,0.0,0.0
1227,2008,1,3,4,1338.0,1320,1536.0,1525,WN,2377,N229WN,58.0,65.0,49.0,11.0,18.0,PDX,BOI,344,3.0,6.0,0,N,0,,,,,
1229,2008,1,3,4,1632.0,1610,1832.0,1810,WN,2991,N378SW,60.0,60.0,49.0,22.0,22.0,PDX,BOI,344,3.0,8.0,0,N,0,15.0,0.0,0.0,0.0,7.0
1231,2008,1,3,4,1619.0,1525,1715.0,1620,WN,957,N258WN,56.0,55.0,45.0,55.0,54.0,PDX,GEG,279,5.0,6.0,0,N,0,17.0,0.0,1.0,0.0,37.0
1232,2008,1,3,4,1312.0,1255,1407.0,1355,WN,2121,N632SW,55.0,60.0,38.0,12.0,17.0,PDX,GEG,279,4.0,13.0,0,N,0,,,,,
1233,2008,1,3,4,2132.0,2050,2222.0,2150,WN,3155,N449WN,50.0,60.0,39.0,32.0,42.0,PDX,GEG,279,4.0,7.0,0,N,0,23.0,0.0,0.0,0.0,9.0
1234,2008,1,3,4,911.0,905,1119.0,1110,WN,86,N627SW,128.0,125.0,116.0,9.0,6.0,PDX,LAS,762,6.0,6.0,0,N,0,,,,,
1235,2008,1,3,4,2054.0,2035,2259.0,2235,WN,874,N678AA,125.0,120.0,113.0,24.0,19.0,PDX,LAS,762,7.0,5.0,0,N,0,12.0,0.0,5.0,0.0,7.0
1236,2008,1,3,4,1546.0,1500,1759.0,1705,WN,2186,N692SW,133.0,125.0,119.0,54.0,46.0,PDX,LAS,762,8.0,6.0,0,N,0,16.0,0.0,8.0,0.0,30.0
1237,2008,1,3,4,1111.0,1055,1323.0,1300,WN,3070,N660SW,132.0,125.0,119.0,23.0,16.0,PDX,LAS,762,4.0,9.0,0,N,0,16.0,0.0,7.0,0.0,0.0
1240,2008,1,3,4,1431.0,1335,2013.0,1925,WN,3228,N717SA,222.0,230.0,209.0,48.0,56.0,PDX,MDW,1751,6.0,7.0,0,N,0,20.0,0.0,0.0,0.0,28.0
1241,2008,1,3,4,2154.0,2025,2337.0,2205,WN,447,N427WN,103.0,100.0,93.0,92.0,89.0,PDX,OAK,543,3.0,7.0,0,N,0,12.0,0.0,3.0,0.0,77.0
1242,2008,1,3,4,1950.0,1840,2130.0,2025,WN,582,N629SW,100.0,105.0,88.0
